都道府県,路線名,物件タイプ,部屋種別,駅,家賃
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,西日暮里,8.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,日暮里,8.5万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,鶯谷,11.6万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,上野,11.1万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,御徒町,8.3万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,秋葉原,12.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1K/1DK,神田,9.7万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,東京,20.6万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,有楽町,-
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,新橋,19.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,浜松町,22.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,田町,15.3万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,高輪ゲートウェイ,23.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,品川,18.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,大崎,15.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,五反田,18.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,目黒,19.3万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,恵比寿,19.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,渋谷,19.5万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,原宿,16.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,代々木,23.4万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,新宿,15.2万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,新大久保,18.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,高田馬場,18.9万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,目白,13.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,池袋,12.9万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,大塚,14.7万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,巣鴨,14.3万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,駒込,15.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,田端,11.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,西日暮里,12.0万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,日暮里,12.5万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,鶯谷,13.6万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,上野,11.8万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,御徒町,13.1万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,秋葉原,15.7万円
tokyo,ＪＲ山手線,一戸建て・その他,1LDK/2K/2DK,神田,13.0万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,東京,22.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,有楽町,-
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,新橋,-
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,浜松町,22.2万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,田町,30.2万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,高輪ゲートウェイ,29.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,品川,30.9万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,大崎,22.5万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,五反田,29.8万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,目黒,23.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,恵比寿,30.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,渋谷,31.6万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,原宿,56.5万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,代々木,35.0万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,新宿,19.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,新大久保,25.7万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,高田馬場,20.0万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,目白,23.2万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,池袋,22.1万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,大塚,17.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,巣鴨,20.8万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,駒込,18.6万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,田端,19.8万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,西日暮里,19.7万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,日暮里,20.6万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,鶯谷,17.5万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,上野,23.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,御徒町,30.4万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,秋葉原,23.0万円
tokyo,ＪＲ山手線,一戸建て・その他,2LDK/3K/3DK,神田,25.5万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,東京,35.2万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,有楽町,29.8万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,新橋,-
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,浜松町,36.5万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,田町,57.8万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,高輪ゲートウェイ,33.9万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,品川,70.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,大崎,33.1万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,五反田,45.1万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,目黒,35.7万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,恵比寿,47.4万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,渋谷,80.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,原宿,57.2万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,代々木,40.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,新宿,42.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,新大久保,32.9万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,高田馬場,28.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,目白,28.5万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,池袋,25.9万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,大塚,24.2万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,巣鴨,24.8万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,駒込,24.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,田端,23.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,西日暮里,25.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,日暮里,23.2万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,鶯谷,20.1万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,上野,23.5万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,御徒町,30.5万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,秋葉原,39.0万円
tokyo,ＪＲ山手線,一戸建て・その他,3LDK/4K以上,神田,39.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,赤羽,6.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,東十条,6.5万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,王子,6.6万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,上中里,6.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,田端,7.0万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,西日暮里,7.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,日暮里,7.6万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,鶯谷,7.6万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,上野,8.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,御徒町,8.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,秋葉原,9.5万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,神田,10.0万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,東京,9.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,有楽町,11.5万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,新橋,11.3万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,浜松町,10.8万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,田町,10.0万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,高輪ゲートウェイ,9.3万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,品川,9.1万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,大井町,7.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,大森,7.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,蒲田,7.3万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,川崎,6.5万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,鶴見,5.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,新子安,4.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,東神奈川,6.1万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,横浜,6.8万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,桜木町,6.8万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,関内,6.7万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,石川町,6.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,山手,5.2万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,根岸,4.0万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,磯子,3.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,新杉田,4.1万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,洋光台,3.9万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,港南台,4.5万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,本郷台,5.0万円
tokyo,ＪＲ京浜東北線,マンション,ワンルーム,大船,5.5万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,赤羽,8.0万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,東十条,7.9万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,王子,8.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,上中里,8.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,田端,8.0万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,西日暮里,8.3万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,日暮里,8.5万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,鶯谷,8.9万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,上野,10.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,御徒町,10.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,秋葉原,10.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,神田,10.1万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,東京,10.5万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,有楽町,11.6万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,新橋,11.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,浜松町,10.9万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,田町,10.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,高輪ゲートウェイ,9.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,品川,9.2万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,大井町,8.8万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,大森,8.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,蒲田,8.1万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,川崎,7.6万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,鶴見,7.3万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,新子安,7.3万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,東神奈川,7.6万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,横浜,7.7万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,桜木町,7.6万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,関内,7.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,石川町,7.4万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,山手,7.1万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,根岸,6.9万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,磯子,6.8万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,新杉田,7.0万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,洋光台,6.6万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,港南台,6.7万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,本郷台,6.0万円
tokyo,ＪＲ京浜東北線,マンション,1K/1DK,大船,7.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,赤羽,11.8万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,東十条,11.1万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,王子,10.8万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,上中里,12.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,田端,11.2万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,西日暮里,12.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,日暮里,12.5万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,鶯谷,13.3万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,上野,15.4万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,御徒町,15.9万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,秋葉原,16.8万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,神田,17.4万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,東京,18.6万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,有楽町,18.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,新橋,22.4万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,浜松町,22.2万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,田町,18.8万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,高輪ゲートウェイ,19.3万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,品川,18.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,大井町,14.5万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,大森,12.6万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,蒲田,12.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,川崎,9.9万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,鶴見,9.6万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,新子安,10.1万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,東神奈川,11.5万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,横浜,12.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,桜木町,12.2万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,関内,12.2万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,石川町,11.1万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,山手,9.3万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,根岸,9.0万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,磯子,8.6万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,新杉田,9.5万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,洋光台,7.9万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,港南台,7.6万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,本郷台,7.4万円
tokyo,ＪＲ京浜東北線,マンション,1LDK/2K/2DK,大船,8.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,赤羽,16.2万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,東十条,15.7万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,王子,15.1万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,上中里,14.8万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,田端,15.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,西日暮里,17.9万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,日暮里,19.1万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,鶯谷,18.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,上野,20.3万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,御徒町,21.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,秋葉原,23.0万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,神田,26.1万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,東京,27.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,有楽町,24.7万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,新橋,32.8万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,浜松町,32.9万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,田町,28.0万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,高輪ゲートウェイ,27.4万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,品川,28.5万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,大井町,18.5万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,大森,15.6万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,蒲田,15.3万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,川崎,12.5万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,鶴見,11.7万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,新子安,13.9万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,東神奈川,14.2万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,横浜,16.0万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,桜木町,18.7万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,関内,17.6万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,石川町,15.5万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,山手,12.0万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,根岸,11.7万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,磯子,11.5万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,新杉田,9.8万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,洋光台,8.6万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,港南台,8.6万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,本郷台,8.8万円
tokyo,ＪＲ京浜東北線,マンション,2LDK/3K/3DK,大船,9.4万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,赤羽,18.0万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,東十条,17.9万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,王子,18.0万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,上中里,19.8万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,田端,19.5万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,西日暮里,21.3万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,日暮里,23.3万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,鶯谷,21.6万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,上野,24.0万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,御徒町,29.4万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,秋葉原,27.8万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,神田,33.5万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,東京,34.9万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,有楽町,28.0万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,新橋,40.0万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,浜松町,41.1万円
tokyo,ＪＲ京浜東北線,マンション,3LDK/4K以上,田町,38.8万円
